7	0.1075
15	0.1788
22	0.3064
30	0.3963
38	0.4237
45	0.4292
53	0.4509
61	0.4647
68	0.4738
76	0.4803
84	0.4864
92	0.4976
100	0.5009
107	0.5055
115	0.5102
123	0.5132
130	0.52
138	0.5258
146	0.534
154	0.534
162	0.5344
169	0.5364
177	0.5427
185	0.5451
193	0.5424
201	0.5446
209	0.5473
217	0.5497
225	0.5499
233	0.557
241	0.559
249	0.5558
257	0.5541
266	0.5614
275	0.5574
283	0.554
292	0.561
300	0.5573
310	0.5568
317	0.5639
325	0.5623
333	0.5611
341	0.563
349	0.5655
357	0.566
365	0.563
374	0.5648
382	0.5674
390	0.5663
399	0.5659
408	0.5636
417	0.5654
426	0.5694
434	0.5693
443	0.5677
451	0.5667
459	0.5657
468	0.5664
478	0.5729
486	0.5682
495	0.5663
503	0.5673
512	0.569
521	0.57
529	0.5717
537	0.5679
545	0.5646
554	0.5623
562	0.5632
571	0.5664
579	0.5671
588	0.5691
596	0.5707
606	0.5631
616	0.5643
625	0.5659
635	0.5715
644	0.5699
654	0.563
663	0.5674
673	0.5712
683	0.5651
692	0.5701
701	0.5675
711	0.5622
720	0.564
730	0.565
740	0.5662
748	0.5603
758	0.5649
767	0.5654
775	0.566
784	0.5666
792	0.5617
800	0.5619
809	0.5574
817	0.5574
826	0.5603
834	0.5646
843	0.5633
851	0.564
860	0.5611
868	0.5601
877	0.5573
886	0.5572
894	0.5558
903	0.5572
912	0.5554
920	0.5559
928	0.5559
937	0.5592
946	0.5513
955	0.5562
963	0.5573
972	0.5588
981	0.5553
989	0.5513
998	0.5564
1007	0.5549
1016	0.5578
1025	0.5549
1034	0.5508
1042	0.5513
1051	0.557
1059	0.549
1068	0.5515
1077	0.5502
1085	0.5524
1094	0.5503
1103	0.5533
1112	0.5506
1121	0.5501
1129	0.5509
1138	0.5507
1147	0.5516
1156	0.5464
1165	0.5493
1174	0.546
1182	0.5458
1191	0.5454
1200	0.5486
1209	0.5458
1218	0.5489
1226	0.5481
1235	0.5479
1244	0.5505
1252	0.5482
1262	0.5461
1270	0.5479
1279	0.546
1288	0.55
1297	0.5448
1306	0.5458
1316	0.5484
1324	0.5429
1333	0.5464
1342	0.5448
1351	0.5411
1360	0.5474
1369	0.5433
1378	0.5474
1387	0.5385
1396	0.5412
1405	0.5431
1414	0.5439
1422	0.5387
1431	0.5463
1441	0.546
1449	0.5449
1458	0.5411
1467	0.5412
1476	0.5411
1485	0.5447
1494	0.5387
1503	0.5401
1513	0.5357
1522	0.5391
1531	0.5396
1540	0.5445
1550	0.537
1559	0.5398
1568	0.5377
1577	0.5421
1586	0.5363
1595	0.5422
1604	0.5378
1613	0.5355
1622	0.54
1631	0.5371
1640	0.5414
1649	0.5372
1658	0.5402
1668	0.54
1677	0.5401
1686	0.5362
1695	0.538
1704	0.5406
1714	0.5453
1723	0.5409
1732	0.5371
1741	0.5342
1750	0.5356
1759	0.5372
1768	0.5368
1778	0.5326
1787	0.5397
1796	0.5394
1805	0.5368
1815	0.5363
1824	0.5365
1833	0.5339
1842	0.5322
1851	0.5359
1861	0.5356
1870	0.5303
1879	0.5345
1888	0.5295
1897	0.5351
1907	0.5331
1916	0.5327
1925	0.529
1934	0.5386
1944	0.5339
1953	0.5349
1962	0.5318
1972	0.5294
1982	0.5318
1992	0.5313
2001	0.5337
2011	0.5272
2020	0.5263
2030	0.5282
2039	0.5279
2049	0.5355
2059	0.529
2069	0.5295
2078	0.5263
2088	0.5207
2099	0.5303
2109	0.5306
2119	0.5296
2129	0.5289
2139	0.5291
2148	0.5253
2158	0.5278
2169	0.5306
2179	0.5288
2189	0.5286
2198	0.5311
2209	0.5279
2219	0.5277
2229	0.525
2239	0.5313
2248	0.5257
2258	0.5243
2268	0.5257
2278	0.5245
2289	0.5258
2299	0.5205
2310	0.5243
2320	0.5273
2331	0.5276
2342	0.5276
2352	0.5245
2363	0.5261
2373	0.5231
2383	0.5243
2393	0.5217
2404	0.5223
2415	0.5235
2426	0.5269
2437	0.5251
2447	0.5202
2458	0.5189
2468	0.5288
2479	0.518
2490	0.5173
2500	0.522
2511	0.5244
2522	0.5211
2532	0.5202
2542	0.5257
2553	0.5185
2563	0.5262
2573	0.5228
2583	0.5214
2594	0.5199
2604	0.5207
2614	0.5227
2624	0.5234
2635	0.5234
2645	0.5202
2655	0.5183
2666	0.5225
2676	0.5177
2686	0.5209
2696	0.5209
2706	0.5255
2716	0.5226
2726	0.5318
