0.777499974	215.9517431
0.735000014	205.958647
0.764999986	202.4212601
0.814999998	203.2102108
0.807500005	204.901967
0.774999976	201.5047491
0.745000005	202.9209251
0.75	207.8463295
0.80250001	201.3963385
0.819999993	202.449574
0.762499988	202.4765806
0.777499974	201.4549968
0.817499995	201.3257425
0.764999986	203.6640067
0.850000024	200.7810929
0.847500026	202.8036895
0.80250001	204.911361
0.829999983	202.681361
0.834999979	202.1247983
0.827499986	201.471957
0.832499981	203.0735893
0.834999979	200.754102
0.829999983	203.7536683
0.829999983	202.7017131
0.839999974	201.4627411
0.842499971	201.2923162
0.845000029	201.7065971
0.842499971	201.4527237
0.842499971	208.519964
0.842499971	203.9642518
0.842499971	206.6368723
0.842499971	202.7783108
0.842499971	203.1082633
0.842499971	201.6043582
0.842499971	204.3105452
0.842499971	201.9444339
0.842499971	201.5989656
0.845000029	203.0595131
0.842499971	204.8831182
0.842499971	202.8501265
0.842499971	204.3841894
0.842499971	204.2087417
0.845000029	205.1533315
0.845000029	207.2220733
0.842499971	204.6918478
0.842499971	205.2888508
0.842499971	209.3262541
0.842499971	200.9436357
0.842499971	203.6710734
0.842499971	202.404068
